booking_id,client_id,subproduct,booking_date,trip_date,amount_rub,status,city_from,city_to
320,20,hotel,2025-10-23,2025-10-27,43254.92,confirmed,Москва,Сочи
321,24,avia,2025-06-01,2025-06-03,23066.65,confirmed,Сочи,Санкт-Петербург
322,16,hotel,2025-12-12,2025-12-26,5246.13,confirmed,Санкт-Петербург,Уфа
323,49,hotel,2025-02-13,2025-02-26,43894.39,confirmed,Екатеринбург,Санкт-Петербург
324,15,taxi,2025-12-11,2025-12-25,3950.6,confirmed,Уфа,Сочи
325,23,avia,2025-06-11,2025-06-24,27376.13,confirmed,Сочи,Казань
326,49,train,2025-04-02,2025-04-10,24044.22,cancelled,Санкт-Петербург,Сочи
327,21,hotel,2025-11-19,2025-11-24,15739.67,confirmed,Москва,Новосибирск
328,19,avia,2025-06-10,2025-06-30,131157.92,confirmed,Санкт-Петербург,Сочи
329,37,train,2025-05-07,2025-05-20,2853.05,confirmed,Екатеринбург,Уфа
330,14,avia,2025-11-17,2025-11-25,103288.9,confirmed,Екатеринбург,Уфа
331,23,taxi,2025-09-26,2025-09-30,3634.35,confirmed,Казань,Москва
332,16,hotel,2025-11-11,2025-11-19,41283.09,cancelled,Уфа,Новосибирск
333,11,avia,2025-05-19,2025-05-26,52741.59,confirmed,Новосибирск,Москва
334,4,hotel,2025-08-25,2025-08-27,48027.73,cancelled,Екатеринбург,Уфа
335,46,taxi,2025-03-18,2025-03-30,656.67,confirmed,Уфа,Новосибирск
336,15,hotel,2025-05-20,2025-06-04,73664.37,confirmed,Казань,Екатеринбург
337,49,train,2025-05-18,2025-05-21,12460.31,confirmed,Уфа,Казань
338,43,avia,2025-05-25,2025-05-29,34105.25,cancelled,Екатеринбург,Казань
339,27,avia,2025-03-11,2025-03-20,189686.99,confirmed,Санкт-Петербург,Казань
340,14,avia,2025-05-18,2025-06-03,76136.75,confirmed,Казань,Санкт-Петербург
341,4,train,2025-03-12,2025-03-26,18756.5,cancelled,Новосибирск,Казань
342,4,avia,2025-12-04,2025-12-12,82323.98,cancelled,Казань,Сочи
343,15,taxi,2025-07-25,2025-07-29,673.66,confirmed,Новосибирск,Казань
344,39,hotel,2025-05-09,2025-05-25,49390.52,confirmed,Казань,Санкт-Петербург
345,29,train,2025-11-06,2025-11-13,24208.94,confirmed,Уфа,Сочи
346,1,hotel,2025-11-28,2025-12-06,42954.16,confirmed,Екатеринбург,Москва
347,23,taxi,2025-02-28,2025-03-09,894.06,confirmed,Сочи,Новосибирск
348,29,train,2025-08-01,2025-08-07,2136.47,confirmed,Сочи,Екатеринбург
349,19,avia,2025-08-19,2025-08-20,72853.05,confirmed,Уфа,Санкт-Петербург
350,29,avia,2025-08-22,2025-09-07,86994.22,confirmed,Сочи,Казань
351,19,avia,2025-08-06,2025-08-16,158004.53,confirmed,Сочи,Екатеринбург
352,17,hotel,2025-01-21,2025-02-01,81481.62,confirmed,Казань,Уфа
353,43,train,2025-01-28,2025-02-10,1701.7,confirmed,Новосибирск,Сочи
354,43,hotel,2025-04-13,2025-04-16,22215.59,cancelled,Новосибирск,Казань
355,17,hotel,2025-07-26,2025-08-12,47537.8,confirmed,Казань,Санкт-Петербург
356,23,avia,2025-08-02,2025-08-04,78438.23,confirmed,Казань,Сочи
357,14,hotel,2025-08-05,2025-08-13,72102.91,cancelled,Екатеринбург,Уфа
358,18,train,2025-06-21,2025-06-22,15083.72,confirmed,Новосибирск,Екатеринбург
359,19,train,2025-01-12,2025-01-23,23021.73,confirmed,Казань,Сочи
360,36,hotel,2025-05-16,2025-05-21,41513.8,cancelled,Казань,Уфа
361,10,avia,2025-06-14,2025-07-02,55790.51,confirmed,Казань,Уфа
362,17,hotel,2025-03-09,2025-03-27,69765.22,cancelled,Екатеринбург,Новосибирск
363,23,train,2025-03-27,2025-04-10,15238.88,confirmed,Новосибирск,Сочи
364,10,hotel,2025-03-20,2025-04-08,8251.08,cancelled,Санкт-Петербург,Уфа
365,11,avia,2025-10-24,2025-10-29,36131.47,confirmed,Новосибирск,Екатеринбург
366,23,hotel,2025-04-14,2025-04-21,32459.48,cancelled,Екатеринбург,Новосибирск
367,1,avia,2025-03-15,2025-03-20,43176.98,confirmed,Москва,Новосибирск
368,15,hotel,2025-09-23,2025-10-14,75659.54,confirmed,Екатеринбург,Казань
369,48,hotel,2025-02-16,2025-03-01,70416.3,confirmed,Казань,Санкт-Петербург
370,4,avia,2025-08-06,2025-08-09,50870.93,confirmed,Сочи,Екатеринбург
371,20,avia,2025-08-20,2025-08-28,26934.81,confirmed,Москва,Уфа
372,27,hotel,2025-09-04,2025-09-19,112502.36,confirmed,Санкт-Петербург,Уфа
373,37,hotel,2025-03-02,2025-03-12,65087.11,cancelled,Новосибирск,Казань
374,49,avia,2025-02-02,2025-02-23,13981.05,confirmed,Сочи,Санкт-Петербург
375,47,avia,2025-06-07,2025-06-28,32069.11,confirmed,Казань,Москва
376,15,avia,2025-10-21,2025-10-29,42090.79,confirmed,Москва,Уфа
377,12,taxi,2025-03-25,2025-04-08,3508.08,confirmed,Уфа,Санкт-Петербург
378,45,train,2025-06-26,2025-07-13,19225.83,confirmed,Москва,Новосибирск
379,46,hotel,2025-02-21,2025-03-04,77669.44,confirmed,Сочи,Екатеринбург
380,4,taxi,2025-07-19,2025-07-29,3918.39,confirmed,Казань,Москва
381,38,avia,2025-02-11,2025-02-20,68312.78,confirmed,Москва,Уфа
382,5,hotel,2025-07-14,2025-07-20,33357.19,confirmed,Новосибирск,Уфа
383,47,taxi,2025-05-27,2025-06-07,3358.32,confirmed,Уфа,Екатеринбург
384,21,hotel,2025-08-23,2025-09-02,9613.32,confirmed,Новосибирск,Казань
385,22,avia,2025-07-14,2025-07-21,16712.48,confirmed,Казань,Москва
386,19,avia,2025-05-13,2025-05-22,137138.99,cancelled,Сочи,Санкт-Петербург
387,21,avia,2025-06-17,2025-07-03,49257.81,confirmed,Уфа,Казань
388,27,hotel,2025-09-21,2025-10-12,11910.02,confirmed,Сочи,Екатеринбург
389,34,avia,2025-03-01,2025-03-17,13590.92,cancelled,Москва,Казань
390,21,train,2025-05-11,2025-05-18,17597.1,confirmed,Уфа,Екатеринбург
391,28,hotel,2025-11-13,2025-11-27,15185.46,confirmed,Санкт-Петербург,Москва
392,27,hotel,2025-10-26,2025-11-15,62208.6,confirmed,Новосибирск,Сочи
393,49,avia,2025-06-18,2025-06-29,49205.77,confirmed,Санкт-Петербург,Екатеринбург
394,1,hotel,2025-05-23,2025-06-07,24262.01,confirmed,Санкт-Петербург,Екатеринбург
395,34,avia,2025-04-22,2025-04-29,55404.91,confirmed,Казань,Санкт-Петербург
396,15,avia,2025-04-14,2025-05-04,32775.02,confirmed,Уфа,Екатеринбург
397,23,hotel,2025-07-11,2025-07-14,27626.24,confirmed,Сочи,Казань
398,37,hotel,2025-04-02,2025-04-10,51171.67,confirmed,Сочи,Новосибирск
399,46,train,2025-03-16,2025-03-18,5434.27,confirmed,Новосибирск,Екатеринбург
400,10,avia,2025-07-02,2025-07-16,18519.64,cancelled,Москва,Новосибирск
401,39,taxi,2025-04-04,2025-04-13,1693.35,confirmed,Санкт-Петербург,Новосибирск
402,13,train,2025-03-06,2025-03-15,16255.43,confirmed,Москва,Казань
403,19,avia,2025-02-08,2025-02-26,59589.49,confirmed,Новосибирск,Уфа
404,47,avia,2025-05-23,2025-05-25,15979.42,cancelled,Казань,Сочи
405,1,avia,2025-04-22,2025-04-29,43183.63,confirmed,Уфа,Казань
406,23,hotel,2025-10-25,2025-11-09,113009.41,cancelled,Санкт-Петербург,Казань
407,27,hotel,2025-09-25,2025-10-04,93574.85,confirmed,Уфа,Сочи
408,45,hotel,2025-02-25,2025-03-02,18690.62,confirmed,Новосибирск,Москва
409,15,avia,2025-03-12,2025-03-27,84145.05,confirmed,Москва,Казань
410,43,train,2025-06-07,2025-06-26,3643.2,confirmed,Москва,Санкт-Петербург
411,1,avia,2025-07-27,2025-08-08,28201.17,confirmed,Казань,Екатеринбург
412,17,taxi,2025-12-03,2025-12-09,741.61,confirmed,Казань,Сочи
413,46,avia,2025-01-21,2025-02-10,87016.38,confirmed,Москва,Сочи
414,47,train,2025-01-08,2025-01-09,13263.61,confirmed,Новосибирск,Сочи
415,10,avia,2025-12-06,2025-12-20,112298.33,confirmed,Сочи,Санкт-Петербург
416,19,train,2025-06-22,2025-07-12,32069.09,confirmed,Новосибирск,Санкт-Петербург
417,19,hotel,2025-06-12,2025-06-26,50759.14,confirmed,Уфа,Санкт-Петербург
418,22,avia,2025-01-23,2025-02-08,41120.85,confirmed,Уфа,Москва
419,17,train,2025-08-01,2025-08-19,5365.74,confirmed,Новосибирск,Сочи
420,48,hotel,2025-05-05,2025-05-20,7342.39,cancelled,Екатеринбург,Новосибирск
421,8,taxi,2025-06-13,2025-06-24,2140.84,cancelled,Новосибирск,Казань
422,42,avia,2025-04-22,2025-05-05,62753.24,confirmed,Санкт-Петербург,Сочи
423,39,avia,2025-04-08,2025-04-19,11741.54,confirmed,Санкт-Петербург,Сочи
424,17,hotel,2025-10-01,2025-10-09,49964.22,confirmed,Сочи,Новосибирск
425,4,taxi,2025-12-05,2025-12-22,671.35,confirmed,Москва,Сочи
426,27,avia,2025-03-27,2025-04-16,58271.88,confirmed,Екатеринбург,Казань
427,27,train,2025-06-14,2025-06-15,16842.03,confirmed,Москва,Санкт-Петербург
428,19,avia,2025-06-18,2025-06-27,112742.71,cancelled,Москва,Уфа
429,21,avia,2025-04-03,2025-04-08,108945.92,confirmed,Санкт-Петербург,Сочи
430,10,train,2025-07-06,2025-07-17,12306.52,confirmed,Сочи,Новосибирск
431,29,hotel,2025-06-20,2025-06-30,57294.99,confirmed,Сочи,Москва
432,21,avia,2025-06-05,2025-06-06,88746.93,confirmed,Москва,Санкт-Петербург
433,33,taxi,2025-08-28,2025-09-14,3077.69,confirmed,Уфа,Екатеринбург
434,19,train,2025-11-24,2025-11-27,36457.3,confirmed,Уфа,Сочи
435,23,taxi,2025-03-10,2025-03-26,1541.04,cancelled,Новосибирск,Екатеринбург
436,23,avia,2025-12-13,2025-12-21,216377.92,confirmed,Новосибирск,Москва
437,25,avia,2025-08-11,2025-08-13,85973.47,confirmed,Сочи,Уфа
438,37,avia,2025-03-23,2025-04-07,124722.38,confirmed,Санкт-Петербург,Казань
439,34,avia,2025-02-22,2025-03-06,100688.27,confirmed,Казань,Уфа
440,23,train,2025-03-01,2025-03-09,16559.8,confirmed,Екатеринбург,Новосибирск
441,37,avia,2025-01-26,2025-02-02,109961.81,confirmed,Сочи,Москва
442,36,hotel,2025-06-17,2025-06-21,8905.6,confirmed,Новосибирск,Екатеринбург
443,27,hotel,2025-05-12,2025-05-22,11486.83,confirmed,Уфа,Новосибирск
444,27,avia,2025-12-14,2025-12-21,216270.52,confirmed,Сочи,Казань
445,1,taxi,2025-03-15,2025-03-20,3655.64,confirmed,Сочи,Москва
446,8,hotel,2025-09-23,2025-10-14,33047.08,confirmed,Санкт-Петербург,Казань
447,27,avia,2025-02-21,2025-02-22,87279.7,confirmed,Москва,Санкт-Петербург
448,49,train,2025-04-25,2025-05-02,8480.46,confirmed,Уфа,Москва
449,34,avia,2025-08-28,2025-08-29,122503.37,confirmed,Екатеринбург,Санкт-Петербург
450,37,avia,2025-03-01,2025-03-14,16298.91,confirmed,Санкт-Петербург,Уфа
451,25,avia,2025-10-09,2025-10-26,81199.09,confirmed,Екатеринбург,Санкт-Петербург
452,36,taxi,2025-03-22,2025-03-26,2770.49,confirmed,Сочи,Москва
453,49,avia,2025-03-07,2025-03-18,115684.78,cancelled,Сочи,Екатеринбург
454,27,train,2025-06-02,2025-06-10,10264.7,confirmed,Новосибирск,Казань
455,21,taxi,2025-03-04,2025-03-05,678.79,confirmed,Новосибирск,Казань
456,49,train,2025-02-19,2025-03-01,17674.17,cancelled,Уфа,Казань
457,41,avia,2025-06-01,2025-06-12,20328.62,confirmed,Москва,Екатеринбург
458,37,hotel,2025-03-16,2025-03-31,17711.8,cancelled,Казань,Сочи
459,19,train,2025-05-18,2025-06-08,36977.92,confirmed,Санкт-Петербург,Москва
460,46,hotel,2025-06-12,2025-06-30,79783.65,confirmed,Казань,Санкт-Петербург
461,49,avia,2025-03-02,2025-03-23,76273.99,cancelled,Казань,Санкт-Петербург
462,1,avia,2025-09-07,2025-09-19,120130.79,cancelled,Новосибирск,Казань
463,41,hotel,2025-05-19,2025-06-08,49016.08,cancelled,Сочи,Екатеринбург
464,29,taxi,2025-09-03,2025-09-20,913.55,confirmed,Сочи,Казань
465,29,taxi,2025-06-10,2025-07-01,3574.5,cancelled,Москва,Новосибирск
466,15,avia,2025-03-22,2025-04-04,58624.71,confirmed,Санкт-Петербург,Казань
467,21,avia,2025-03-10,2025-03-19,99915.96,confirmed,Казань,Санкт-Петербург
468,37,hotel,2025-03-07,2025-03-26,23673.51,confirmed,Уфа,Казань
469,24,hotel,2025-06-28,2025-07-03,42185.61,cancelled,Уфа,Казань
470,40,hotel,2025-03-03,2025-03-16,3776.6,confirmed,Москва,Казань
471,16,train,2025-05-23,2025-06-09,11014.71,confirmed,Сочи,Казань
472,33,hotel,2025-03-25,2025-04-09,74939.69,confirmed,Екатеринбург,Уфа
473,1,avia,2025-11-19,2025-12-02,93283.69,confirmed,Сочи,Уфа
474,47,avia,2025-04-03,2025-04-08,106191.02,confirmed,Уфа,Новосибирск
475,41,avia,2025-03-12,2025-03-21,9065.55,confirmed,Сочи,Казань
476,19,train,2025-08-10,2025-08-31,37113.36,confirmed,Уфа,Москва
477,19,avia,2025-12-20,2026-01-04,110295.0,cancelled,Санкт-Петербург,Казань
478,25,train,2025-03-03,2025-03-10,4480.81,confirmed,Новосибирск,Казань
479,1,avia,2025-07-21,2025-07-30,116772.11,confirmed,Екатеринбург,Новосибирск
480,29,hotel,2025-05-07,2025-05-25,77430.72,cancelled,Уфа,Сочи
481,46,train,2025-04-04,2025-04-15,8172.14,confirmed,Екатеринбург,Уфа
482,33,hotel,2025-09-17,2025-09-23,126156.91,confirmed,Екатеринбург,Сочи
483,37,train,2025-06-19,2025-07-07,9970.43,confirmed,Сочи,Уфа
484,33,train,2025-01-27,2025-01-28,30334.89,confirmed,Санкт-Петербург,Москва
485,41,train,2025-06-21,2025-06-30,15357.96,confirmed,Екатеринбург,Уфа
486,1,hotel,2025-01-01,2025-01-09,5826.33,confirmed,Санкт-Петербург,Новосибирск
487,27,avia,2025-02-12,2025-02-26,156324.03,confirmed,Уфа,Новосибирск
488,34,train,2025-10-08,2025-10-29,6856.09,confirmed,Екатеринбург,Москва
489,48,avia,2025-04-25,2025-04-26,124596.35,confirmed,Екатеринбург,Сочи
490,23,train,2025-07-27,2025-08-03,26794.53,confirmed,Новосибирск,Сочи
491,4,train,2025-08-01,2025-08-03,7726.44,confirmed,Новосибирск,Санкт-Петербург
492,33,hotel,2025-04-21,2025-05-11,145206.41,cancelled,Москва,Сочи
493,48,hotel,2025-02-27,2025-03-12,65050.8,confirmed,Санкт-Петербург,Новосибирск
494,45,hotel,2025-03-07,2025-03-15,64982.1,confirmed,Москва,Сочи
495,15,hotel,2025-03-09,2025-03-12,35047.94,confirmed,Новосибирск,Санкт-Петербург
496,27,hotel,2025-06-12,2025-07-03,127297.5,confirmed,Санкт-Петербург,Уфа
497,33,taxi,2025-05-05,2025-05-23,1197.24,confirmed,Москва,Уфа
498,4,avia,2025-02-16,2025-03-08,120434.67,confirmed,Казань,Санкт-Петербург
499,39,hotel,2025-03-02,2025-03-16,43190.91,confirmed,Санкт-Петербург,Сочи
500,40,train,2025-05-16,2025-06-02,10849.55,confirmed,Уфа,Екатеринбург
501,10,avia,2025-07-01,2025-07-19,12560.49,confirmed,Казань,Сочи
502,43,hotel,2025-03-09,2025-03-30,49006.13,cancelled,Новосибирск,Казань
503,8,train,2025-12-11,2025-12-23,14804.93,confirmed,Казань,Санкт-Петербург
504,10,train,2025-07-28,2025-08-01,23332.42,confirmed,Уфа,Сочи
505,23,avia,2025-07-10,2025-07-11,192379.77,confirmed,Москва,Екатеринбург
506,23,avia,2025-10-17,2025-11-07,138634.44,confirmed,Уфа,Казань
507,1,hotel,2025-07-17,2025-07-24,61661.96,confirmed,Уфа,Санкт-Петербург
508,47,hotel,2025-06-10,2025-06-20,58705.96,confirmed,Санкт-Петербург,Москва
509,27,train,2025-09-15,2025-09-26,16664.34,confirmed,Уфа,Сочи
510,17,avia,2025-12-25,2026-01-12,83171.92,confirmed,Сочи,Санкт-Петербург
511,14,hotel,2025-08-26,2025-09-15,49330.91,cancelled,Санкт-Петербург,Екатеринбург
512,8,avia,2025-06-27,2025-07-15,15404.06,confirmed,Казань,Екатеринбург
513,27,train,2025-02-02,2025-02-12,20319.43,confirmed,Екатеринбург,Санкт-Петербург
514,27,avia,2025-10-01,2025-10-19,159539.47,confirmed,Москва,Новосибирск
515,29,taxi,2025-06-14,2025-06-20,3904.39,confirmed,Москва,Санкт-Петербург
516,23,taxi,2025-10-01,2025-10-22,3413.45,confirmed,Москва,Уфа
517,9,avia,2025-08-23,2025-09-01,23765.66,confirmed,Новосибирск,Казань
518,37,avia,2025-06-23,2025-06-25,19323.6,confirmed,Сочи,Новосибирск
519,19,hotel,2025-11-20,2025-12-08,83187.08,confirmed,Уфа,Казань
520,10,avia,2025-11-21,2025-12-05,16582.29,confirmed,Сочи,Уфа
521,1,avia,2025-11-19,2025-12-08,101274.31,confirmed,Санкт-Петербург,Москва
522,22,train,2025-01-03,2025-01-22,14324.41,confirmed,Екатеринбург,Санкт-Петербург
523,46,avia,2025-01-23,2025-02-10,35165.05,confirmed,Новосибирск,Москва
524,33,avia,2025-11-05,2025-11-20,193191.31,cancelled,Казань,Москва
525,34,hotel,2025-09-10,2025-09-11,44358.56,confirmed,Екатеринбург,Уфа
526,23,avia,2025-10-03,2025-10-14,197770.21,confirmed,Екатеринбург,Казань
527,9,avia,2025-02-15,2025-03-01,24729.89,confirmed,Казань,Уфа
528,41,avia,2025-06-22,2025-07-01,58438.24,confirmed,Сочи,Санкт-Петербург
529,48,taxi,2025-04-15,2025-04-16,2397.1,cancelled,Москва,Екатеринбург
530,45,train,2025-04-23,2025-05-07,11373.87,confirmed,Новосибирск,Екатеринбург
531,18,hotel,2025-07-14,2025-07-19,46653.96,cancelled,Москва,Екатеринбург
532,6,taxi,2025-05-19,2025-05-24,2727.4,confirmed,Санкт-Петербург,Сочи
533,23,avia,2025-04-19,2025-04-21,96814.52,cancelled,Казань,Сочи
534,2,train,2025-02-08,2025-02-17,11813.46,confirmed,Санкт-Петербург,Новосибирск
535,10,train,2025-09-06,2025-09-16,2314.07,confirmed,Москва,Екатеринбург
536,34,hotel,2025-05-14,2025-05-21,40479.46,confirmed,Санкт-Петербург,Новосибирск
537,27,hotel,2025-05-13,2025-05-14,40815.13,confirmed,Казань,Москва
538,33,avia,2025-02-26,2025-03-06,134964.08,confirmed,Москва,Екатеринбург
539,14,hotel,2025-07-06,2025-07-22,8682.2,confirmed,Москва,Сочи
540,37,taxi,2025-01-27,2025-02-06,2902.11,confirmed,Уфа,Санкт-Петербург
541,16,hotel,2025-01-17,2025-01-23,43533.28,confirmed,Екатеринбург,Уфа
542,23,hotel,2025-12-11,2025-12-16,112735.53,cancelled,Казань,Уфа
543,16,train,2025-08-05,2025-08-08,2738.3,confirmed,Казань,Уфа
544,23,avia,2025-07-13,2025-07-22,219028.51,confirmed,Казань,Екатеринбург
545,21,avia,2025-08-26,2025-09-14,17258.49,confirmed,Уфа,Москва
546,4,avia,2025-07-23,2025-08-02,42589.18,confirmed,Екатеринбург,Санкт-Петербург
547,26,hotel,2025-02-28,2025-03-07,47431.08,confirmed,Уфа,Сочи
548,18,avia,2025-10-25,2025-11-15,42496.09,cancelled,Сочи,Новосибирск
549,1,hotel,2025-04-14,2025-04-30,31023.14,confirmed,Екатеринбург,Уфа
550,10,avia,2025-02-20,2025-02-22,88348.31,confirmed,Санкт-Петербург,Уфа
551,35,avia,2025-02-26,2025-03-13,72987.1,confirmed,Москва,Санкт-Петербург
552,18,train,2025-06-26,2025-07-12,7790.4,confirmed,Сочи,Уфа
553,15,train,2025-12-06,2025-12-26,5729.1,confirmed,Санкт-Петербург,Казань
554,19,avia,2025-06-04,2025-06-21,161288.16,confirmed,Санкт-Петербург,Новосибирск
555,45,taxi,2025-04-17,2025-04-21,1706.11,confirmed,Уфа,Москва
556,14,hotel,2025-05-27,2025-06-02,51483.06,confirmed,Сочи,Казань
557,45,hotel,2025-03-09,2025-03-29,15373.67,confirmed,Москва,Казань
558,29,train,2025-08-08,2025-08-28,14146.0,confirmed,Сочи,Москва
559,10,hotel,2025-08-06,2025-08-17,20731.22,confirmed,Уфа,Сочи
560,47,avia,2025-06-13,2025-06-20,72935.27,confirmed,Сочи,Екатеринбург
561,42,avia,2025-02-19,2025-03-02,38988.63,confirmed,Москва,Екатеринбург
562,37,hotel,2025-06-10,2025-07-01,75459.68,confirmed,Новосибирск,Сочи
563,10,hotel,2025-02-15,2025-02-27,62021.86,confirmed,Казань,Новосибирск
564,23,hotel,2025-12-12,2025-12-18,103567.64,confirmed,Екатеринбург,Новосибирск
565,47,train,2025-04-04,2025-04-21,14466.81,confirmed,Уфа,Новосибирск
566,2,avia,2025-12-10,2025-12-29,57989.73,confirmed,Уфа,Санкт-Петербург
567,19,train,2025-03-22,2025-04-07,10107.92,confirmed,Екатеринбург,Уфа
568,7,avia,2025-08-05,2025-08-21,8430.6,confirmed,Казань,Санкт-Петербург
569,4,avia,2025-05-24,2025-06-11,96412.48,confirmed,Екатеринбург,Уфа
570,34,taxi,2025-03-21,2025-04-03,3645.43,confirmed,Екатеринбург,Санкт-Петербург
571,34,avia,2025-10-20,2025-10-31,121311.64,cancelled,Санкт-Петербург,Сочи
572,45,avia,2025-06-09,2025-06-23,67751.07,confirmed,Новосибирск,Екатеринбург
573,4,hotel,2025-06-05,2025-06-18,52030.33,confirmed,Санкт-Петербург,Москва
574,48,hotel,2025-02-07,2025-02-16,47451.48,cancelled,Сочи,Москва
575,49,avia,2025-05-23,2025-06-06,15806.93,confirmed,Санкт-Петербург,Казань
576,27,avia,2025-09-21,2025-10-06,201973.35,confirmed,Екатеринбург,Санкт-Петербург
577,45,train,2025-06-15,2025-06-19,10765.13,confirmed,Сочи,Уфа
578,19,avia,2025-08-08,2025-08-19,92384.73,confirmed,Сочи,Казань
579,23,avia,2025-02-21,2025-02-28,65539.49,cancelled,Казань,Санкт-Петербург
580,37,hotel,2025-01-18,2025-02-04,33111.3,confirmed,Санкт-Петербург,Новосибирск
581,11,train,2025-07-13,2025-07-14,4895.44,confirmed,Уфа,Москва
582,45,avia,2025-05-25,2025-06-03,90319.48,confirmed,Екатеринбург,Уфа
583,1,train,2025-11-26,2025-11-28,6952.77,confirmed,Москва,Екатеринбург
584,1,hotel,2025-08-27,2025-09-05,30817.81,confirmed,Казань,Санкт-Петербург
585,48,hotel,2025-04-15,2025-04-30,63081.16,confirmed,Москва,Казань
586,19,avia,2025-04-03,2025-04-16,188320.31,confirmed,Санкт-Петербург,Новосибирск
587,29,hotel,2025-08-26,2025-08-28,45882.3,confirmed,Новосибирск,Сочи
588,48,hotel,2025-05-03,2025-05-05,31669.02,confirmed,Новосибирск,Екатеринбург
589,43,train,2025-02-27,2025-03-19,9007.32,confirmed,Казань,Москва
590,23,train,2025-01-24,2025-01-26,24298.06,confirmed,Санкт-Петербург,Новосибирск
591,21,avia,2025-11-03,2025-11-11,96345.57,cancelled,Москва,Уфа
592,33,train,2025-06-17,2025-07-04,10636.07,confirmed,Санкт-Петербург,Екатеринбург
593,41,train,2025-05-12,2025-05-22,6730.04,confirmed,Новосибирск,Санкт-Петербург
594,32,avia,2025-05-14,2025-05-20,30097.5,cancelled,Сочи,Екатеринбург
595,10,avia,2025-09-13,2025-09-21,100228.99,confirmed,Новосибирск,Уфа
596,5,train,2025-10-03,2025-10-16,2197.99,confirmed,Москва,Екатеринбург
597,13,avia,2025-10-25,2025-11-04,53353.49,confirmed,Санкт-Петербург,Екатеринбург
598,23,hotel,2025-05-24,2025-06-12,44484.05,confirmed,Санкт-Петербург,Екатеринбург
599,4,train,2025-08-25,2025-09-12,7067.03,confirmed,Санкт-Петербург,Новосибирск
600,37,avia,2025-06-17,2025-06-25,74680.46,confirmed,Сочи,Санкт-Петербург
601,45,avia,2025-06-25,2025-06-29,102878.24,confirmed,Москва,Сочи
602,4,hotel,2025-05-12,2025-05-26,46587.07,confirmed,Уфа,Санкт-Петербург
603,21,avia,2025-10-28,2025-10-30,20889.29,confirmed,Уфа,Санкт-Петербург
604,42,avia,2025-05-24,2025-05-29,39103.46,confirmed,Казань,Санкт-Петербург
605,15,avia,2025-06-12,2025-06-25,62375.0,confirmed,Екатеринбург,Казань
606,37,taxi,2025-05-12,2025-05-27,3040.58,confirmed,Уфа,Екатеринбург
607,33,hotel,2025-11-20,2025-11-25,83093.49,confirmed,Сочи,Екатеринбург
608,21,hotel,2025-10-14,2025-10-28,32102.07,confirmed,Санкт-Петербург,Москва
609,11,avia,2025-02-20,2025-03-08,51818.13,cancelled,Уфа,Сочи
610,32,avia,2025-04-05,2025-04-18,35159.51,confirmed,Сочи,Санкт-Петербург
611,29,hotel,2025-08-28,2025-09-14,60001.32,confirmed,Казань,Новосибирск
612,23,hotel,2025-07-14,2025-07-23,74432.24,confirmed,Казань,Новосибирск
613,44,avia,2025-05-21,2025-05-25,64321.2,confirmed,Сочи,Казань
614,17,train,2025-11-01,2025-11-18,12261.66,confirmed,Новосибирск,Уфа
615,19,avia,2025-09-08,2025-09-14,160618.65,confirmed,Уфа,Сочи
616,23,avia,2025-05-28,2025-06-15,215279.0,confirmed,Екатеринбург,Москва
617,46,hotel,2025-06-26,2025-07-17,42204.23,cancelled,Казань,Санкт-Петербург
618,26,hotel,2025-05-20,2025-06-04,19723.46,confirmed,Екатеринбург,Уфа
619,4,avia,2025-03-18,2025-03-30,116068.3,confirmed,Казань,Новосибирск
620,21,train,2025-08-05,2025-08-12,12711.41,confirmed,Новосибирск,Москва
621,17,avia,2025-11-08,2025-11-10,48043.57,cancelled,Москва,Новосибирск
622,19,avia,2025-06-20,2025-07-01,122247.85,confirmed,Сочи,Казань
623,34,train,2025-12-04,2025-12-23,15673.07,confirmed,Санкт-Петербург,Уфа
624,29,hotel,2025-09-08,2025-09-22,24067.76,confirmed,Екатеринбург,Уфа
625,45,avia,2025-01-08,2025-01-19,40916.32,confirmed,Сочи,Казань
626,48,avia,2025-05-19,2025-05-29,69363.93,confirmed,Екатеринбург,Казань
627,23,avia,2025-07-17,2025-07-21,129040.42,confirmed,Казань,Новосибирск
628,34,hotel,2025-01-16,2025-02-01,26098.35,confirmed,Екатеринбург,Санкт-Петербург
629,21,hotel,2025-07-08,2025-07-26,54365.11,confirmed,Санкт-Петербург,Москва
630,25,avia,2025-08-22,2025-08-26,56407.76,cancelled,Уфа,Казань
631,23,hotel,2025-09-28,2025-10-11,131696.13,confirmed,Сочи,Уфа
632,27,avia,2025-02-06,2025-02-07,183212.55,confirmed,Новосибирск,Уфа
633,27,train,2025-03-05,2025-03-21,9087.14,confirmed,Уфа,Новосибирск
634,18,hotel,2025-05-18,2025-06-03,20479.23,confirmed,Сочи,Екатеринбург
635,21,train,2025-10-10,2025-10-29,9388.12,confirmed,Санкт-Петербург,Сочи
636,50,train,2025-02-13,2025-02-23,10442.45,confirmed,Уфа,Санкт-Петербург
637,27,avia,2025-03-07,2025-03-22,173031.74,cancelled,Казань,Москва
638,27,train,2025-06-25,2025-07-08,32233.89,confirmed,Новосибирск,Москва
639,41,avia,2025-06-22,2025-06-26,43703.9,confirmed,Москва,Екатеринбург
640,8,hotel,2025-08-26,2025-08-28,55073.5,confirmed,Уфа,Сочи
