year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance
2013,10,23,1820,-10,2039,4,DL,N327NW,2057,EWR,DTW,80,488
2013,10,23,1821,-8,2028,-5,US,N551UW,425,JFK,CLT,97,541
2013,10,23,1821,-4,2159,26,DL,N323NB,1854,LGA,FLL,163,1076
2013,10,23,1822,-8,2008,-2,MQ,N511MQ,3134,EWR,ORD,111,719
2013,10,23,1822,2,2148,23,UA,N417UA,726,EWR,FLL,164,1065
2013,10,23,1822,-7,2006,-5,UA,N77261,1053,EWR,CLE,62,404
2013,10,23,1822,-3,2016,-26,DL,N948DL,2002,JFK,DTW,81,509
2013,10,23,1825,-5,2111,-1,B6,N612JB,711,JFK,LAS,323,2248
2013,10,23,1829,-1,2132,10,B6,N656JB,153,JFK,PBI,157,1028
2013,10,23,1830,0,2111,-39,DL,N706TW,442,JFK,SEA,311,2422
2013,10,23,1830,-5,2126,-20,DL,N933DL,2391,JFK,TPA,157,1005
2013,10,23,1833,3,2108,-2,WN,N719SW,2698,EWR,MSY,173,1167
2013,10,23,1833,-2,2137,-1,DL,N3766,1576,JFK,SAN,344,2446
2013,10,23,1833,-7,2010,12,EV,N11127,4131,EWR,RIC,56,277
2013,10,23,1833,-1,2125,-10,9E,N600LR,3325,JFK,DFW,209,1391
2013,10,23,1835,25,2104,69,MQ,N530MQ,3526,LGA,CMH,78,479
2013,10,23,1835,0,2132,-16,AS,N431AS,5,EWR,SEA,304,2402
2013,10,23,1837,7,2153,-4,UA,N596UA,389,JFK,SFO,348,2586
2013,10,23,1837,22,2135,-3,DL,N154DL,17,JFK,LAX,333,2475
2013,10,23,1838,-7,2036,7,EV,N755EV,5274,LGA,BNA,120,764
2013,10,23,1842,-8,2051,26,MQ,N531MQ,3674,LGA,CLE,68,419
2013,10,23,1843,-7,2151,-9,AA,N3GWAA,119,EWR,LAX,324,2454
2013,10,23,1844,14,2041,51,MQ,N8EGMQ,3486,LGA,BNA,118,764
2013,10,23,1844,-1,2012,-23,9E,N918XJ,3320,JFK,BUF,54,301
2013,10,23,1846,1,2203,-7,AA,N339AA,177,JFK,SFO,352,2586
2013,10,23,1846,5,2003,-7,B6,N192JB,2202,JFK,BUF,55,301
2013,10,23,1848,-7,2022,-13,AA,N456AA,359,LGA,ORD,111,733
2013,10,23,1850,-5,2115,-15,DL,N179DN,87,JFK,ATL,115,760
2013,10,23,1850,-10,2150,31,9E,N8964E,3854,LGA,GSP,108,610
2013,10,23,1851,-8,2157,-2,UA,N23721,1259,LGA,IAH,203,1416
2013,10,23,1851,-4,2130,31,US,N193UW,2039,LGA,CLT,99,544
2013,10,23,1851,-4,2208,-7,VX,N852VA,169,EWR,LAX,333,2454
2013,10,23,1852,-8,2047,29,US,N763US,2193,LGA,DCA,53,214
2013,10,23,1853,-7,2030,-11,UA,N408UA,237,EWR,ORD,108,719
2013,10,23,1854,-6,2041,27,US,N947UW,2160,LGA,BOS,39,184
2013,10,23,1854,-6,2131,14,9E,N932XJ,3445,LGA,DSM,152,1031
2013,10,23,1855,-5,2025,-14,UA,N434UA,693,LGA,ORD,109,733
2013,10,23,1855,-6,2241,23,UA,N73275,1127,EWR,SFO,356,2565
2013,10,23,1855,-4,2159,33,FL,N927AT,645,LGA,ATL,123,762
2013,10,23,1855,-5,2111,10,9E,N936XJ,3433,JFK,PIT,65,340
2013,10,23,1855,-5,2019,-38,9E,N912XJ,3330,JFK,ORD,112,740
2013,10,23,1855,-5,2147,-4,B6,N649JB,883,JFK,MCO,151,944
2013,10,23,1856,-4,2112,32,MQ,N829MQ,3591,LGA,RDU,83,431
2013,10,23,1856,-4,2214,20,UA,N76519,1528,EWR,MCO,150,937
2013,10,23,1856,-4,2152,25,DL,N301NB,1715,LGA,MSY,175,1183
2013,10,23,1857,-4,2209,-6,UA,N76503,1526,EWR,LAX,325,2454
2013,10,23,1857,-10,2051,18,EV,N14542,4191,EWR,BNA,126,748
2013,10,23,1858,-2,2206,32,DL,N907DE,947,LGA,ATL,122,762
2013,10,23,1858,-7,2217,12,AA,N574AA,1691,EWR,DFW,214,1372
2013,10,23,1900,0,2217,-18,DL,N718TW,435,JFK,SFO,348,2586
2013,10,23,1901,11,2207,-18,VX,N625VA,29,JFK,SFO,344,2586
2013,10,23,1901,31,2236,56,B6,N565JB,305,EWR,FLL,158,1065
2013,10,23,1905,0,2117,-14,DL,N377DA,2454,JFK,DEN,224,1626
2013,10,23,1906,-5,2126,16,EV,N14950,5909,EWR,CLT,96,529
2013,10,23,1907,-25,2143,0,EV,N13994,4361,EWR,TYS,111,631
2013,10,23,1909,9,2054,29,WN,N201LV,490,LGA,MKE,106,738
2013,10,23,1909,9,2135,2,DL,N3749D,245,JFK,PHX,293,2153
2013,10,23,1909,-1,2202,13,DL,N3739P,1729,JFK,LAS,328,2248
2013,10,23,1910,5,2050,12,EV,N371CA,5383,LGA,ROC,43,254
2013,10,23,1914,-16,2107,18,EV,N820AS,5769,LGA,IAD,53,229
2013,10,23,1914,4,2234,24,AA,N3CCAA,1193,LGA,DFW,201,1389
2013,10,23,1916,-4,2103,10,9E,N922XJ,3555,LGA,BUF,47,292
2013,10,23,1917,7,2212,-3,AA,N323AA,21,JFK,LAX,323,2475
2013,10,23,1919,-11,2201,2,DL,N336NB,2142,EWR,ATL,117,746
2013,10,23,1922,3,2225,-9,B6,N633JB,71,JFK,SLC,275,1990
2013,10,23,1925,0,2231,-16,DL,N363NW,2307,JFK,SAT,226,1587
2013,10,23,1925,-5,2251,11,DL,N319NB,2370,LGA,PBI,155,1035
2013,10,23,1926,-4,2058,2,EV,N17560,4224,EWR,MKE,108,725
2013,10,23,1927,-7,2153,17,EV,N13975,4370,EWR,CHS,107,628
2013,10,23,1927,-13,2119,-1,AA,N474AA,363,LGA,ORD,110,733
2013,10,23,1928,-2,2141,16,MQ,N527MQ,3349,LGA,MSP,139,1020
2013,10,23,1929,10,2226,11,DL,N915DE,2159,JFK,MCO,149,944
2013,10,23,1929,-6,2259,24,DL,N982DL,1485,LGA,MCO,152,950
2013,10,23,1929,-1,2247,-3,AA,N3BAAA,235,JFK,SEA,332,2422
2013,10,23,1930,5,2149,-2,9E,N605LR,3304,JFK,MSY,180,1182
2013,10,23,1932,-8,2139,14,MQ,N816MQ,3374,JFK,RDU,80,427
2013,10,23,1933,-7,2048,-12,EV,N909EV,5714,JFK,IAD,51,228
2013,10,23,1934,-1,2218,-24,UA,N808UA,208,EWR,SEA,308,2402
2013,10,23,1934,0,2213,-13,UA,N76254,1429,EWR,LAS,299,2227
2013,10,23,1934,44,2244,32,B6,N606JB,669,JFK,SJC,334,2569
2013,10,23,1935,5,2244,11,UA,N31412,1618,EWR,TPA,148,997
2013,10,23,1938,-12,2200,20,MQ,N811MQ,3573,LGA,CMH,86,479
2013,10,23,1940,10,2306,16,DL,N386DA,795,JFK,SLC,277,1990
2013,10,23,1940,0,2251,-1,B6,N618JB,161,JFK,SMF,326,2521
2013,10,23,1940,-7,2304,14,B6,N634JB,201,JFK,FLL,163,1069
2013,10,23,1941,-4,2044,-15,9E,N8969A,3843,JFK,PHL,26,94
2013,10,23,1941,11,2135,11,9E,N935XJ,3331,JFK,RDU,74,427
2013,10,23,1942,-3,2223,40,EV,N709EV,5306,LGA,GSO,79,461
2013,10,23,1946,-9,2209,22,EV,N716EV,5038,LGA,BHM,140,866
2013,10,23,1946,11,2304,35,B6,N706JB,225,JFK,TPA,162,1005
2013,10,23,1948,-2,2249,34,MQ,N535MQ,3662,LGA,ATL,121,762
2013,10,23,1950,95,2201,127,EV,N730EV,5287,LGA,MSN,116,812
2013,10,23,1953,-7,2121,7,US,N963UW,2162,LGA,BOS,39,184
2013,10,23,1953,11,2332,42,B6,N580JB,1271,LGA,FLL,154,1076
2013,10,23,1955,-5,2246,-4,UA,N455UA,292,EWR,IAH,204,1400
2013,10,23,1955,50,2228,83,DL,N361NB,1473,LGA,MEM,148,963
2013,10,23,1956,-4,2302,25,DL,N994DL,1147,LGA,ATL,119,762
2013,10,23,1956,-7,2246,9,EV,N12145,4204,EWR,OKC,204,1325
2013,10,23,1956,-4,2114,-20,9E,N8965E,4127,JFK,IAD,47,228
2013,10,23,1957,-3,2330,15,VX,N842VA,415,JFK,LAX,353,2475
2013,10,23,1957,22,2358,68,AA,N3KEAA,2437,LGA,MIA,163,1096
2013,10,23,1958,-3,2305,17,B6,N564JB,65,JFK,ABQ,259,1826
2013,10,23,2000,25,2159,12,9E,N919XJ,3470,JFK,CVG,97,589
2013,10,23,2001,181,2243,178,AA,N5EEAA,45,JFK,LAS,313,2248
2013,10,23,2002,-9,2143,-6,EV,N16559,4106,EWR,GSO,75,445
2013,10,23,2002,-16,2225,23,EV,N12563,5959,LGA,CLE,71,419
2013,10,23,2003,-3,2221,8,EV,N11113,4321,EWR,MCI,170,1092
2013,10,23,2004,-11,2143,-1,B6,N351JB,702,JFK,BUF,60,301
2013,10,23,2007,-12,2244,4,EV,N11191,4333,EWR,TUL,191,1215
2013,10,23,2008,-1,2115,-14,UA,N17229,1703,EWR,BOS,40,200
2013,10,23,2008,-7,2137,12,B6,N337JB,418,JFK,BOS,39,187
2013,10,23,2011,-5,2118,-10,EV,N14573,4312,EWR,DCA,42,199
2013,10,23,2013,-9,2139,-16,B6,N258JB,105,JFK,ORD,114,740
2013,10,23,2014,8,2156,19,UA,N536UA,695,LGA,ORD,107,733
2013,10,23,2016,11,2140,10,MQ,N625MQ,3604,EWR,ORD,118,719
2013,10,23,2017,-6,2223,-17,EV,N14148,4085,EWR,OMA,167,1134
2013,10,23,2018,0,2126,-18,9E,N812AY,3885,JFK,BWI,36,184
2013,10,23,2019,-6,2212,-16,EV,N11137,4348,EWR,MSP,146,1008
2013,10,23,2019,-11,2223,22,FL,N894AT,354,LGA,CAK,62,397
2013,10,23,2019,-6,2333,-17,B6,N571JB,915,JFK,SFO,338,2586
2013,10,23,2021,-1,2146,-14,UA,N73256,1464,EWR,CLE,63,404
2013,10,23,2021,-4,2334,-8,DL,N381DN,2065,JFK,FLL,161,1069
2013,10,23,2022,-7,2336,-1,UA,N33286,1039,EWR,AUS,223,1504
2013,10,23,2022,-8,2214,9,WN,N202WN,382,LGA,MDW,110,725
2013,10,23,2022,-3,2151,11,AA,N3ASAA,2314,JFK,BOS,56,187
2013,10,23,2023,-5,2331,-9,UA,N38443,1680,EWR,MIA,161,1085
2013,10,23,2025,-5,2316,25,EV,N719EV,5209,LGA,CHS,104,641
2013,10,23,2027,-3,2138,-27,WN,N955WN,2520,EWR,MDW,108,711
2013,10,23,2031,31,2221,61,US,N703UW,2195,LGA,DCA,47,214
2013,10,23,2031,9,2250,4,B6,N590JB,135,JFK,PHX,294,2153
2013,10,23,2032,-8,2234,-14,EV,N14562,4536,EWR,CVG,100,569
2013,10,23,2034,69,22,115,DL,N969DL,1435,LGA,TPA,159,1010
2013,10,23,2034,-6,2326,28,9E,N8800G,4033,LGA,TYS,110,647
2013,10,23,2038,21,2328,8,UA,N546UA,771,JFK,LAX,328,2475
2013,10,23,2045,0,2201,8,B6,N353JB,2680,EWR,BOS,61,200
2013,10,23,2046,11,2150,-14,9E,N926XJ,3395,JFK,DCA,46,213
2013,10,23,2047,-3,2204,-8,DL,N349NB,985,JFK,BOS,52,187
2013,10,23,2049,-5,2346,-12,B6,N657JB,1295,JFK,AUS,219,1521
2013,10,23,2050,15,41,61,UA,N447UA,288,EWR,FLL,159,1065
2013,10,23,2050,-9,2233,-22,EV,N17115,4368,EWR,DAY,88,533
2013,10,23,2050,-6,2312,-4,EV,N41104,4397,EWR,MSY,184,1167
2013,10,23,2050,-10,2205,-16,EV,N19554,5815,EWR,RIC,53,277
2013,10,23,2050,-4,16,17,B6,N644JB,523,JFK,LAX,331,2475
2013,10,23,2050,-5,2329,-30,B6,N746JB,1205,JFK,PDX,319,2454
2013,10,23,2051,-6,2244,8,EV,N754EV,5048,LGA,RIC,57,292
2013,10,23,2052,-8,2231,-12,EV,N17108,4672,EWR,STL,140,872
2013,10,23,2054,-6,26,42,B6,N585JB,499,LGA,MCO,150,950
2013,10,23,2056,-4,2320,35,MQ,N501MQ,3384,LGA,CLT,91,544
2013,10,23,2058,-8,2327,-27,UA,N443UA,475,EWR,IAH,189,1400
2013,10,23,2058,-1,100,2,DL,N3759,347,JFK,SJU,202,1598
2013,10,23,2058,-2,30,10,DL,N1200K,427,JFK,LAX,341,2475
2013,10,23,2100,-10,2322,16,EV,N614QX,4885,LGA,ILM,84,500
2013,10,23,2101,1,2241,30,US,N951UW,2164,LGA,BOS,39,184
2013,10,23,2105,165,2320,166,9E,N934XJ,3542,JFK,MSP,148,1029
2013,10,23,2109,62,2320,78,EV,N18120,4543,EWR,DSM,149,1017
2013,10,23,2111,12,2356,-2,UA,N38459,1416,EWR,MCO,143,937
2013,10,23,2116,16,3,37,DL,N920DL,1247,LGA,ATL,121,762
2013,10,23,2116,6,2346,5,EV,N11536,5811,EWR,JAX,133,820
2013,10,23,2117,18,2217,6,UA,N16732,1066,EWR,BOS,38,200
2013,10,23,2117,-10,2207,-30,EV,N21154,4372,EWR,DCA,38,199
2013,10,23,2118,-6,2330,-7,EV,N16918,3837,EWR,SDF,116,642
2013,10,23,2122,-7,2314,-9,EV,N16987,3833,EWR,CLT,95,529
2013,10,23,2122,-7,2236,-3,EV,N14952,4509,EWR,PWM,46,284
2013,10,23,2125,89,2326,91,DL,N679DA,2131,LGA,DTW,75,502
2013,10,23,2125,-5,2349,-10,B6,N789JB,97,JFK,DEN,229,1626
2013,10,23,2127,-7,2354,-8,DL,N723TW,1543,JFK,ATL,111,760
2013,10,23,2130,30,2318,43,MQ,N6EAMQ,3317,LGA,RDU,71,431
2013,10,23,2130,30,2244,29,US,N760US,2197,LGA,DCA,42,214
2013,10,23,2130,-10,54,14,AA,N329AA,185,JFK,LAX,343,2475
2013,10,23,2134,-6,2251,-4,MQ,N802MQ,3621,JFK,DCA,41,213
2013,10,23,2134,-6,2307,17,MQ,N525MQ,3660,LGA,BNA,118,764
2013,10,23,2142,-3,140,0,B6,N598JB,1103,JFK,SJU,208,1598
2013,10,23,2148,35,26,-4,UA,N571UA,617,EWR,SFO,318,2565
2013,10,23,2150,-9,2250,-22,EV,N12957,5904,EWR,BTV,42,266
2013,10,23,2152,-7,2303,-24,EV,N398CA,5311,LGA,BGR,49,378
2013,10,23,2152,15,51,24,B6,N588JB,1371,LGA,FLL,158,1076
2013,10,23,2153,-6,2252,-14,EV,N15986,3842,EWR,MHT,37,209
2013,10,23,2153,-6,2304,-4,9E,N601LR,3525,LGA,SYR,42,198
2013,10,23,2208,45,2346,25,EV,N16541,4247,EWR,DTW,81,488
2013,10,23,2212,62,2343,48,MQ,N516MQ,3603,LGA,DTW,75,502
2013,10,23,2213,118,2355,120,MQ,N513MQ,3535,JFK,CMH,73,483
2013,10,23,2226,-3,2326,-10,B6,N355JB,1816,JFK,SYR,43,209
2013,10,23,2232,-13,2330,-23,B6,N192JB,234,JFK,BTV,43,266
2013,10,23,2235,-10,2335,-21,B6,N190JB,108,JFK,PWM,45,273
2013,10,23,2244,-11,2346,-23,B6,N328JB,486,JFK,ROC,48,264
2013,10,23,2249,-6,2356,-16,B6,N274JB,2002,JFK,BUF,54,301
2013,10,23,2251,-4,2349,-9,B6,N712JB,718,JFK,BOS,37,187
2013,10,23,2353,-6,403,13,B6,N663JB,745,JFK,PSE,219,1617
2013,10,23,2355,-4,339,-4,B6,N715JB,1503,JFK,SJU,209,1598
2013,10,23,NA,NA,NA,NA,UA,,642,JFK,SFO,NA,2586
2013,10,23,NA,NA,NA,NA,UA,,1048,LGA,ORD,NA,733
2013,10,23,NA,NA,NA,NA,US,,2088,LGA,CLT,NA,544
2013,10,23,NA,NA,NA,NA,US,,2152,LGA,BOS,NA,184
2013,10,24,453,-7,640,-8,US,N566UW,1843,EWR,CLT,89,529
2013,10,24,516,-1,759,2,UA,N539UA,252,EWR,IAH,205,1400
2013,10,24,538,-7,834,7,UA,N38727,1714,LGA,IAH,210,1416
2013,10,24,540,-5,941,8,B6,N552JB,1403,JFK,SJU,222,1598
2013,10,24,545,0,846,-9,AA,N5EKAA,2243,JFK,MIA,159,1089
2013,10,24,547,-3,947,15,B6,N807JB,939,JFK,BQN,219,1576
2013,10,24,550,-10,853,-5,B6,N658JB,371,LGA,FLL,163,1076
2013,10,24,550,-10,837,-3,B6,N793JB,27,EWR,MCO,145,937
2013,10,24,553,-7,650,-18,B6,N306JB,2180,EWR,BOS,38,200
2013,10,24,554,-6,648,-13,US,N766US,2134,LGA,BOS,33,184
2013,10,24,554,-6,830,1,DL,N914DE,563,LGA,ATL,127,762
2013,10,24,554,-6,718,-12,AA,N455AA,301,LGA,ORD,112,733
2013,10,24,555,-5,701,1,US,N944UW,1909,LGA,PHL,33,96
2013,10,24,556,-4,856,5,UA,N853UA,407,EWR,TPA,154,997
2013,10,24,556,-4,710,-11,UA,N14704,1198,LGA,ORD,112,733
2013,10,24,556,-4,656,-3,US,N732US,2167,LGA,DCA,44,214
2013,10,24,556,-4,707,-8,WN,N293WN,464,EWR,MDW,110,711
2013,10,24,556,-4,710,-6,EV,N828AS,5716,JFK,IAD,48,228
2013,10,24,556,-4,858,-7,AA,N3FSAA,1175,LGA,MIA,158,1096
2013,10,24,557,-3,754,3,DL,N378NW,731,LGA,DTW,82,502
2013,10,24,558,-2,923,0,UA,N588UA,303,JFK,SFO,343,2586
2013,10,24,600,0,848,19,EV,N11551,4137,EWR,ATL,128,746
2013,10,24,600,0,745,-13,EV,N607LR,5068,EWR,DTW,83,488
2013,10,24,601,1,712,1,EV,N17196,4533,EWR,BUF,52,282
2013,10,24,604,-6,739,-6,WN,N450WN,2609,LGA,STL,139,888
2013,10,24,605,-5,712,-12,EV,N13968,6177,EWR,IAD,47,212
2013,10,24,606,-4,808,-5,DL,N954DL,1919,LGA,MSP,143,1020
2013,10,24,606,-4,907,12,AA,N3KYAA,1103,LGA,DFW,220,1389
2013,10,24,609,-6,802,-9,US,N180US,1772,JFK,CLT,94,541
2013,10,24,610,10,717,-13,UA,N446UA,279,EWR,ORD,114,719
2013,10,24,611,-4,743,-7,MQ,N856MQ,3525,LGA,RDU,77,431
2013,10,24,611,-4,812,-1,US,N173US,883,EWR,CLT,95,529
2013,10,24,611,-4,824,3,EV,N11548,4471,EWR,CLT,110,529
2013,10,24,612,-10,831,4,EV,N13914,4150,EWR,CVG,113,569
2013,10,24,612,-8,718,-10,EV,N14953,4241,EWR,DCA,41,199
2013,10,24,612,-7,800,-19,EV,N197PQ,5503,EWR,MSP,146,1008
2013,10,24,617,-3,725,-15,WN,N8302F,423,LGA,MDW,110,725
2013,10,24,618,-2,801,-9,MQ,N542MQ,3351,LGA,DTW,83,502
2013,10,24,619,-6,845,-5,MQ,N528MQ,3550,LGA,ATL,126,762
2013,10,24,621,-4,916,-19,WN,N949WN,16,EWR,HOU,214,1411
2013,10,24,622,-13,810,-23,EV,N14143,4535,EWR,MSP,146,1008
2013,10,24,623,-6,933,4,AA,N3BXAA,1205,EWR,MIA,164,1085
2013,10,24,624,-6,931,9,UA,N502UA,797,JFK,LAX,332,2475
2013,10,24,625,-5,908,-11,UA,N29717,1454,LGA,IAH,206,1416
2013,10,24,625,-5,747,-6,B6,N595JB,905,JFK,ORD,118,740
2013,10,24,625,-5,835,-4,EV,N12967,4393,EWR,IND,105,645
2013,10,24,626,-4,851,0,DL,N313US,575,EWR,ATL,116,746
2013,10,24,626,-4,745,-20,AA,N485AA,303,LGA,ORD,116,733
2013,10,24,627,-3,729,-13,UA,N27722,1686,EWR,BOS,39,200
2013,10,24,627,-3,818,5,EV,N36915,4334,EWR,CMH,82,463
2013,10,24,627,-3,815,7,EV,N11199,4424,EWR,RDU,72,416
2013,10,24,628,-2,842,2,US,N191UW,2085,LGA,CLT,114,544
2013,10,24,628,-2,935,21,B6,N779JB,1099,LGA,MCO,154,950
2013,10,24,630,-5,833,0,US,N182UW,2023,EWR,CLT,95,529
2013,10,24,630,0,903,25,B6,N554JB,675,JFK,MSY,188,1182
2013,10,24,632,-3,747,-4,B6,N247JB,2802,JFK,BUF,57,301
2013,10,24,632,-8,908,1,B6,N615JB,211,JFK,LAS,304,2248
2013,10,24,633,-7,918,8,US,N542UW,495,JFK,PHX,295,2153
2013,10,24,634,-3,922,-1,UA,N38467,1144,EWR,MCO,148,937
2013,10,24,634,-11,931,-6,B6,N524JB,453,JFK,PBI,153,1028
2013,10,24,634,-6,837,-1,EV,N12175,4166,EWR,GSP,103,594
2013,10,24,634,-6,845,-20,DL,N378DA,27,JFK,ATL,111,760
2013,10,24,635,-5,755,-12,EV,N17169,4422,EWR,PIT,59,319
2013,10,24,635,-6,811,6,EV,N12900,4522,EWR,BNA,132,748
2013,10,24,636,-9,801,-20,9E,N937XJ,3496,LGA,PIT,63,335
2013,10,24,639,-6,946,8,B6,N784JB,525,JFK,TPA,162,1005
2013,10,24,640,10,936,-10,UA,N37456,1668,EWR,SFO,338,2565
2013,10,24,644,-4,909,-4,UA,N535UA,511,EWR,LAS,294,2227
2013,10,24,645,-10,823,-17,MQ,N0EGMQ,3599,LGA,MSP,139,1020
2013,10,24,645,-7,939,-15,UA,N78438,1439,EWR,LAX,331,2454
2013,10,24,647,-8,929,15,UA,N578UA,343,LGA,DEN,247,1620
2013,10,24,649,-10,851,-8,MQ,N515MQ,3676,LGA,CLT,97,544
2013,10,24,649,-11,858,-6,9E,N826AY,3769,EWR,CVG,108,569
2013,10,24,651,-9,800,-9,US,N767UW,2169,LGA,DCA,44,214
2013,10,24,651,-4,935,15,AA,N623AA,1263,JFK,LAS,315,2248
2013,10,24,653,-7,1114,18,B6,N536JB,3,JFK,SJU,222,1598
2013,10,24,653,-7,838,0,EV,N48901,3829,EWR,STL,144,872
2013,10,24,653,53,922,67,FL,N344AT,345,LGA,ATL,124,762
2013,10,24,654,-6,748,-18,US,N948UW,2136,LGA,BOS,34,184
2013,10,24,654,-5,921,9,EV,N18556,4122,EWR,SDF,124,642
2013,10,24,655,0,756,-13,B6,N184JB,318,JFK,BOS,38,187
2013,10,24,656,-3,940,-15,UA,N419UA,537,EWR,PBI,148,1023
2013,10,24,656,-4,826,1,WN,N720WN,3845,EWR,BNA,122,748
2013,10,24,657,-3,952,-28,UA,N554UA,821,JFK,SFO,334,2586
2013,10,24,657,-3,808,-25,UA,N830UA,331,LGA,ORD,109,733
2013,10,24,658,-2,957,-8,UA,N478UA,482,EWR,FLL,158,1065
2013,10,24,658,-2,1017,2,VX,N628VA,399,JFK,LAX,345,2475
2013,10,24,658,3,804,-6,WN,N435WN,404,LGA,MKE,107,738
2013,10,24,658,-2,954,-9,B6,N608JB,23,JFK,LAX,330,2475
2013,10,24,658,-6,958,-27,DL,N713TW,1415,JFK,SLC,262,1990
2013,10,24,658,-2,934,-8,DL,N931DL,1547,LGA,ATL,128,762
2013,10,24,658,3,1102,1,DL,N6702,315,JFK,SJU,200,1598
2013,10,24,659,-6,843,-2,WN,N654SW,1265,EWR,STL,140,872
2013,10,24,659,-1,1032,31,DL,N324NB,1879,LGA,FLL,177,1076
2013,10,24,659,-1,1028,3,DL,N707TW,269,JFK,SFO,346,2586
2013,10,24,700,1,1002,-5,UA,N37413,1183,EWR,RSW,163,1068
2013,10,24,700,-5,950,-3,DL,N358NB,2285,LGA,MCO,148,950
2013,10,24,701,-4,1002,7,AA,N3KJAA,1107,LGA,DFW,215,1389
2013,10,24,702,-8,852,-19,EV,N21144,4155,EWR,GRR,94,605
2013,10,24,703,3,1009,-6,DL,N195DN,420,JFK,LAX,329,2475
2013,10,24,706,-4,956,-4,AA,N5CHAA,2493,JFK,MCO,141,944
2013,10,24,707,-3,827,-18,AA,N503AA,305,LGA,ORD,113,733
2013,10,24,708,-2,1016,-6,DL,N345NB,2003,LGA,MIA,161,1096
2013,10,24,711,21,827,8,UA,N13716,1177,EWR,ORD,118,719
2013,10,24,713,-7,1000,0,UA,N565UA,261,LGA,IAH,206,1416
2013,10,24,714,-6,946,-44,AS,N408AS,15,EWR,SEA,312,2402
2013,10,24,715,-10,948,3,MQ,N725MQ,3547,LGA,XNA,192,1147
2013,10,24,717,-6,1012,-13,UA,N514UA,421,EWR,SFO,339,2565
2013,10,24,720,-5,807,-32,UA,N846UA,424,EWR,BOS,37,200
2013,10,24,720,-5,1004,-4,UA,N668UA,212,EWR,IAH,200,1400
2013,10,24,721,-4,941,-19,UA,N78506,1289,EWR,LAS,303,2227
2013,10,24,721,21,1019,30,B6,N632JB,683,JFK,MCO,154,944
2013,10,24,723,-2,1012,-3,AA,N486AA,1381,EWR,DFW,209,1372
2013,10,24,724,-1,957,4,UA,N13718,1548,EWR,MSY,186,1167
2013,10,24,725,-4,1021,0,B6,N586JB,461,LGA,PBI,156,1035
2013,10,24,727,-3,1024,-31,VX,N641VA,183,EWR,SFO,341,2565
2013,10,24,728,-2,1128,4,B6,N589JB,1289,EWR,SJU,221,1608
2013,10,24,728,-7,1047,12,AA,N3ALAA,2279,LGA,MIA,167,1096
2013,10,24,730,0,1037,-23,VX,N854VA,11,JFK,SFO,348,2586
2013,10,24,731,1,908,-21,DL,N364NB,831,LGA,DTW,78,502
2013,10,24,732,-5,908,-7,EV,N15986,3821,EWR,GSO,78,445
2013,10,24,733,-2,1017,-23,DL,N710TW,183,JFK,SEA,321,2422
2013,10,24,735,-5,1030,-5,WN,N942WN,1808,LGA,HOU,215,1428
2013,10,24,737,-3,857,-3,MQ,N514MQ,3759,EWR,ORD,107,719
2013,10,24,737,-3,949,4,EV,N14905,4111,EWR,CHS,112,628
2013,10,24,738,-4,1025,-27,UA,N18243,1455,EWR,LAX,330,2454
2013,10,24,738,-11,1041,-2,B6,N796JB,1717,LGA,TPA,159,1010
2013,10,24,741,-4,1041,-19,AA,N399AA,59,JFK,SFO,339,2586
2013,10,24,743,-7,1045,-4,B6,N789JB,901,JFK,FLL,162,1069
2013,10,24,743,-6,933,-13,EV,N12201,4246,EWR,DTW,85,488
2013,10,24,744,-1,1010,1,DL,N318NB,807,EWR,ATL,117,746
2013,10,24,745,-3,950,5,B6,N355JB,1273,JFK,CHS,106,636
2013,10,24,749,-6,1036,-12,UA,N812UA,450,EWR,DFW,204,1372
2013,10,24,749,-6,903,-7,WN,N945WN,909,EWR,MDW,110,711
2013,10,24,750,3,1138,-1,UA,N37409,1216,EWR,SJU,208,1608
2013,10,24,750,-6,950,-1,US,N565UW,1733,LGA,CLT,97,544
2013,10,24,752,-8,847,-21,US,N946UW,2138,LGA,BOS,37,184
2013,10,24,752,-8,926,8,US,N760US,2171,LGA,DCA,49,214
2013,10,24,753,-2,927,-8,MQ,N847MQ,3363,JFK,RDU,74,427
2013,10,24,753,-2,907,-3,MQ,N808MQ,3370,JFK,DCA,50,213
2013,10,24,753,-5,1030,10,UA,N528UA,561,LGA,DEN,249,1620
2013,10,24,754,-5,1103,14,AA,N3JLAA,1111,LGA,DFW,218,1389
2013,10,24,755,-4,1020,-10,DL,N643DL,2047,LGA,ATL,118,762
2013,10,24,755,-5,934,-15,9E,N8960A,3611,JFK,PIT,68,340
2013,10,24,756,-1,1011,-13,UA,N821UA,245,EWR,DEN,234,1605
2013,10,24,756,-4,912,-17,UA,N38458,1492,EWR,ORD,107,719
2013,10,24,756,-4,936,-2,B6,N192JB,885,JFK,RDU,80,427
2013,10,24,756,-4,938,-35,9E,N915XJ,3538,JFK,MSP,143,1029
2013,10,24,756,-3,922,-12,AA,N4YTAA,307,LGA,ORD,112,733
2013,10,24,758,-2,919,-14,UA,N836UA,544,LGA,ORD,110,733
2013,10,24,758,-2,1121,4,DL,N996DL,2431,JFK,MIA,161,1089
